data: {"message_id": "f85efbf9-cefd-4690-b2dd-5e24371eb151", "thread_id": "4a3394db-ec8d-4586-919b-c3f668eece0e", "type": "status", "is_llm_message": false, "content": "{\"status_type\": \"thread_run_start\", \"thread_run_id\": \"46e0e256-2a07-4103-bad4-a610cb73a641\"}", "metadata": "{\"thread_run_id\": \"46e0e256-2a07-4103-bad4-a610cb73a641\"}", "created_at": "2025-07-17T16:37:13.943105+00:00", "updated_at": "2025-07-17T16:37:13.943105+00:00", "agent_id": null, "agent_version_id": null}

data: {"message_id": "dc96b000-0376-4614-94f0-46382c785f9f", "thread_id": "4a3394db-ec8d-4586-919b-c3f668eece0e", "type": "status", "is_llm_message": false, "content": "{\"status_type\": \"assistant_response_start\"}", "metadata": "{\"thread_run_id\": \"46e0e256-2a07-4103-bad4-a610cb73a641\"}", "created_at": "2025-07-17T16:37:13.994273+00:00", "updated_at": "2025-07-17T16:37:13.994273+00:00", "agent_id": null, "agent_version_id": null}

data: {"sequence": 0, "message_id": null, "thread_id": "4a3394db-ec8d-4586-919b-c3f668eece0e", "type": "assistant", "is_llm_message": true, "content": "{\"role\": \"assistant\", \"content\": \"I'll\"}", "metadata": "{\"stream_status\": \"chunk\", \"thread_run_id\": \"46e0e256-2a07-4103-bad4-a610cb73a641\"}", "created_at": "2025-07-17T16:37:14.024281+00:00", "updated_at": "2025-07-17T16:37:14.024281+00:00"}

data: {"sequence": 1, "message_id": null, "thread_id": "4a3394db-ec8d-4586-919b-c3f668eece0e", "type": "assistant", "is_llm_message": true, "content": "{\"role\": \"assistant\", \"content\": \" find\"}", "metadata": "{\"stream_status\": \"chunk\", \"thread_run_id\": \"46e0e256-2a07-4103-bad4-a610cb73a641\"}", "created_at": "2025-07-17T16:37:14.026484+00:00", "updated_at": "2025-07-17T16:37:14.026484+00:00"}

data: {"sequence": 7, "message_id": null, "thread_id": "4a3394db-ec8d-4586-919b-c3f668eece0e", "type": "assistant", "is_llm_message": true, "content": "{\"role\": \"assistant\", \"content\": \" the\"}", "metadata": "{\"stream_status\": \"chunk\", \"thread_run_id\": \"46e0e256-2a07-4103-bad4-a610cb73a641\"}", "created_at": "2025-07-17T16:37:14.048383+00:00", "updated_at": "2025-07-17T16:37:14.048383+00:00"}

data: {"sequence": 2, "message_id": null, "thread_id": "4a3394db-ec8d-4586-919b-c3f668eece0e", "type": "assistant", "is_llm_message": true, "content": "{\"role\": \"assistant\", \"content\": \" the\"}", "metadata": "{\"stream_status\": \"chunk\", \"thread_run_id\": \"46e0e256-2a07-4103-bad4-a610cb73a641\"}", "created_at": "2025-07-17T16:37:14.028575+00:00", "updated_at": "2025-07-17T16:37:14.028575+00:00"}

data: {"sequence": 3, "message_id": null, "thread_id": "4a3394db-ec8d-4586-919b-c3f668eece0e", "type": "assistant", "is_llm_message": true, "content": "{\"role\": \"assistant\", \"content\": \" owner's\"}", "metadata": "{\"stream_status\": \"chunk\", \"thread_run_id\": \"46e0e256-2a07-4103-bad4-a610cb73a641\"}", "created_at": "2025-07-17T16:37:14.030233+00:00", "updated_at": "2025-07-17T16:37:14.030233+00:00"}

data: {"sequence": 6, "message_id": null, "thread_id": "4a3394db-ec8d-4586-919b-c3f668eece0e", "type": "assistant", "is_llm_message": true, "content": "{\"role\": \"assistant\", \"content\": \" for\"}", "metadata": "{\"stream_status\": \"chunk\", \"thread_run_id\": \"46e0e256-2a07-4103-bad4-a610cb73a641\"}", "created_at": "2025-07-17T16:37:14.039843+00:00", "updated_at": "2025-07-17T16:37:14.039843+00:00"}

data: {"sequence": 4, "message_id": null, "thread_id": "4a3394db-ec8d-4586-919b-c3f668eece0e", "type": "assistant", "is_llm_message": true, "content": "{\"role\": \"assistant\", \"content\": \" first\"}", "metadata": "{\"stream_status\": \"chunk\", \"thread_run_id\": \"46e0e256-2a07-4103-bad4-a610cb73a641\"}", "created_at": "2025-07-17T16:37:14.031776+00:00", "updated_at": "2025-07-17T16:37:14.031776+00:00"}

data: {"sequence": 5, "message_id": null, "thread_id": "4a3394db-ec8d-4586-919b-c3f668eece0e", "type": "assistant", "is_llm_message": true, "content": "{\"role\": \"assistant\", \"content\": \" name\"}", "metadata": "{\"stream_status\": \"chunk\", \"thread_run_id\": \"46e0e256-2a07-4103-bad4-a610cb73a641\"}", "created_at": "2025-07-17T16:37:14.033502+00:00", "updated_at": "2025-07-17T16:37:14.033502+00:00"}

data: {"sequence": 8, "message_id": null, "thread_id": "4a3394db-ec8d-4586-919b-c3f668eece0e", "type": "assistant", "is_llm_message": true, "content": "{\"role\": \"assistant\", \"content\": \" site\"}", "metadata": "{\"stream_status\": \"chunk\", \"thread_run_id\": \"46e0e256-2a07-4103-bad4-a610cb73a641\"}", "created_at": "2025-07-17T16:37:14.069748+00:00", "updated_at": "2025-07-17T16:37:14.069748+00:00"}

